probeName	baseMean	pvalue	padj	FC	signFCPosPadjFilter	signFCNegPadjFilter	MedianFilterOut	myfileName	entrezID	geneSymbol
ADH5_132	1316.40313228463	3.58692741182553e-08	2.99350133780501e-07	-1.61426427743702	0	1	0	PFOA50vsDMSO.txt	128	ADH5
ERBB3_2206	303.351010291016	3.58933014125301e-08	2.99350133780501e-07	-1.90405637864471	0	1	0	PFOA50vsDMSO.txt	2065	ERBB3
ALAS1_28273	748.919953629277	3.66027016291754e-08	3.01208674549091e-07	1.65758305705346	1	0	0	PFOA50vsDMSO.txt	211	ALAS1
FASN_11197	3437.60890031862	3.64301839402382e-08	3.01208674549091e-07	-2.1887263002026	0	1	0	PFOA50vsDMSO.txt	2194	FASN
PRMT5_28286	223.437731414895	3.64115166193421e-08	3.01208674549091e-07	2.23690735452415	1	0	0	PFOA50vsDMSO.txt	10419	PRMT5
UBE2K_19279	977.818191230796	3.66940063959085e-08	3.01208674549091e-07	1.44269061160317	0	0	0	PFOA50vsDMSO.txt	3093	UBE2K
P4HA2_4889	283.297277302215	4.43583576395771e-08	3.62694806582424e-07	1.77823436917979	1	0	0	PFOA50vsDMSO.txt	8974	P4HA2
ATF5_501	4058.10601049309	4.61897235211425e-08	3.76193646646805e-07	1.71639373223077	1	0	0	PFOA50vsDMSO.txt	22809	ATF5
APOE_358	3769.96057471599	5.51823364415567e-08	4.4768549214259e-07	-1.81669555441741	0	1	0	PFOA50vsDMSO.txt	348	APOE
NOTCH2_18421	335.019234148082	5.67523622865977e-08	4.58638276618435e-07	-1.77315784612238	0	1	0	PFOA50vsDMSO.txt	4853	NOTCH2
RPL36_5938	676.550380339142	6.35174046643137e-08	5.11327369594958e-07	1.65138047632494	1	0	0	PFOA50vsDMSO.txt	25873	RPL36
PPARGC1A_12225	53.3869020489476	6.79731996605633e-08	5.45092774201056e-07	4.26674994867982	1	0	0	PFOA50vsDMSO.txt	10891	PPARGC1A
SLC7A5_13711	58.843113496694	6.9245427066852e-08	5.53167492085772e-07	4.3496390969369	1	0	0	PFOA50vsDMSO.txt	8140	SLC7A5
TMED2_7165	6995.641649695	7.00887860593259e-08	5.57767629517918e-07	-1.34238726294646	0	0	0	PFOA50vsDMSO.txt	10959	TMED2
